"agency_cd","site_no","Date","GH","GH_cd"
"USGS","03447687",2006-06-01,3.93,"A"
"USGS","03447687",2006-06-02,4.13,"A"
"USGS","03447687",2006-06-03,4.55,"A"
"USGS","03447687",2006-06-04,4.24,"A"
"USGS","03447687",2006-06-05,4.05,"A"
"USGS","03447687",2006-06-06,3.96,"A"
"USGS","03447687",2006-06-07,3.88,"A"
"USGS","03447687",2006-06-08,3.85,"A"
"USGS","03447687",2006-06-09,3.8,"A"
"USGS","03447687",2006-06-10,3.78,"A"
"USGS","03447687",2006-06-11,3.77,"A"
"USGS","03447687",2006-06-12,3.86,"A"
"USGS","03447687",2006-06-13,3.91,"A"
"USGS","03447687",2006-06-14,3.85,"A"
"USGS","03447687",2006-06-15,3.83,"A"
"USGS","03447687",2006-06-16,3.73,"A"
"USGS","03447687",2006-06-17,3.7,"A"
"USGS","03447687",2006-06-18,3.68,"A"
"USGS","03447687",2006-06-19,3.66,"A"
"USGS","03447687",2006-06-20,3.64,"A"
"USGS","03447687",2006-06-21,3.63,"A"
"USGS","03447687",2006-06-22,3.6,"A"
"USGS","03447687",2006-06-23,3.73,"A"
"USGS","03447687",2006-06-24,4.29,"A"
"USGS","03447687",2006-06-25,4.93,"A"
"USGS","03447687",2006-06-26,7.02,"A"
"USGS","03447687",2006-06-27,9.33,"A"
"USGS","03447687",2006-06-28,7.61,"A"
"USGS","03447687",2006-06-29,5.39,"A"
"USGS","03447687",2006-06-30,4.77,"A"
"USGS","03447687",2006-07-01,4.51,"A"
"USGS","03447687",2006-07-02,4.42,"A"
"USGS","03447687",2006-07-03,4.34,"A"
"USGS","03447687",2006-07-04,4.46,"A"
"USGS","03447687",2006-07-05,5.2,"A"
"USGS","03447687",2006-07-06,5.2,"A"
"USGS","03447687",2006-07-07,4.64,"A"
"USGS","03447687",2006-07-08,4.41,"A"
"USGS","03447687",2006-07-09,4.28,"A"
"USGS","03447687",2006-07-10,4.23,"A"
"USGS","03447687",2006-07-11,4.53,"A"
"USGS","03447687",2006-07-12,4.41,"A"
"USGS","03447687",2006-07-13,4.26,"A"
"USGS","03447687",2006-07-14,4.37,"A"
"USGS","03447687",2006-07-15,4.71,"A"
"USGS","03447687",2006-07-16,4.46,"A"
"USGS","03447687",2006-07-17,4.16,"A"
"USGS","03447687",2006-07-18,4.02,"A"
"USGS","03447687",2006-07-19,3.94,"A"
"USGS","03447687",2006-07-20,3.96,"A"
"USGS","03447687",2006-07-21,4.36,"A"
"USGS","03447687",2006-07-22,4.45,"A"
"USGS","03447687",2006-07-23,4.72,"A"
"USGS","03447687",2006-07-24,4.4,"A"
"USGS","03447687",2006-07-25,4.67,"A"
"USGS","03447687",2006-07-26,4.91,"A"
"USGS","03447687",2006-07-27,4.36,"A"
"USGS","03447687",2006-07-28,4.15,"A"
"USGS","03447687",2006-07-29,4.04,"A"
"USGS","03447687",2006-07-30,4.05,"A"
"USGS","03447687",2006-07-31,3.95,"A"
"USGS","03447687",2006-08-01,3.85,"A"
"USGS","03447687",2006-08-02,3.79,"A"
"USGS","03447687",2006-08-03,3.79,"A"
"USGS","03447687",2006-08-04,3.95,"A"
"USGS","03447687",2006-08-05,3.93,"A"
"USGS","03447687",2006-08-06,3.96,"A"
"USGS","03447687",2006-08-07,3.85,"A"
"USGS","03447687",2006-08-08,3.88,"A"
"USGS","03447687",2006-08-09,3.8,"A"
"USGS","03447687",2006-08-10,3.89,"A"
"USGS","03447687",2006-08-11,3.92,"A"
"USGS","03447687",2006-08-12,6.16,"A"
"USGS","03447687",2006-08-13,5.23,"A"
"USGS","03447687",2006-08-14,4.43,"A"
"USGS","03447687",2006-08-15,4.18,"A"
"USGS","03447687",2006-08-16,4.18,"A"
"USGS","03447687",2006-08-17,4.21,"A"
"USGS","03447687",2006-08-18,3.99,"A"
"USGS","03447687",2006-08-19,3.9,"A"
"USGS","03447687",2006-08-20,4.18,"A"
"USGS","03447687",2006-08-21,4.4,"A"
"USGS","03447687",2006-08-22,4.34,"A"
"USGS","03447687",2006-08-23,4.49,"A"
"USGS","03447687",2006-08-24,4.16,"A"
"USGS","03447687",2006-08-25,4.06,"A"
"USGS","03447687",2006-08-26,3.95,"A"
"USGS","03447687",2006-08-27,3.85,"A"
"USGS","03447687",2006-08-28,3.78,"A"
"USGS","03447687",2006-08-29,3.98,"A"
"USGS","03447687",2006-08-30,4.77,"A"
"USGS","03447687",2006-08-31,4.55,"A"
"USGS","03447687",2006-09-01,4.88,"A"
"USGS","03447687",2006-09-02,5.51,"A"
"USGS","03447687",2006-09-03,5.19,"A"
"USGS","03447687",2006-09-04,5.7,"A"
"USGS","03447687",2006-09-05,7.77,"A"
"USGS","03447687",2006-09-06,8.17,"A"
"USGS","03447687",2006-09-07,6.31,"A"
"USGS","03447687",2006-09-08,5.52,"A"
"USGS","03447687",2006-09-09,5.13,"A"
"USGS","03447687",2006-09-10,4.89,"A"
"USGS","03447687",2006-09-11,4.71,"A"
"USGS","03447687",2006-09-12,4.54,"A"
"USGS","03447687",2006-09-13,4.9,"A"
"USGS","03447687",2006-09-14,5.62,"A"
"USGS","03447687",2006-09-15,5.16,"A"
"USGS","03447687",2006-09-16,4.78,"A"
"USGS","03447687",2006-09-17,4.59,"A"
"USGS","03447687",2006-09-18,4.46,"A"
"USGS","03447687",2006-09-19,4.91,"A"
"USGS","03447687",2006-09-20,4.79,"A"
"USGS","03447687",2006-09-21,4.43,"A"
"USGS","03447687",2006-09-22,4.34,"A"
"USGS","03447687",2006-09-23,4.34,"A"
"USGS","03447687",2006-09-24,4.97,"A"
"USGS","03447687",2006-09-25,5.06,"A"
"USGS","03447687",2006-09-26,4.71,"A"
"USGS","03447687",2006-09-27,4.5,"A"
"USGS","03447687",2006-09-28,4.41,"A"
"USGS","03447687",2006-09-29,4.48,"A"
"USGS","03447687",2006-09-30,4.33,"A"
"USGS","03447687",2006-10-01,4.24,"A"
"USGS","03447687",2006-10-02,4.18,"A"
"USGS","03447687",2006-10-03,4.13,"A"
"USGS","03447687",2006-10-04,4.1,"A"
"USGS","03447687",2006-10-05,4.1,"A"
"USGS","03447687",2006-10-06,4.13,"A"
"USGS","03447687",2006-10-07,4.03,"A"
"USGS","03447687",2006-10-08,4.02,"A"
"USGS","03447687",2006-10-09,4.07,"A"
"USGS","03447687",2006-10-10,4.02,"A"
"USGS","03447687",2006-10-11,3.97,"A"
"USGS","03447687",2006-10-12,4.53,"A"
"USGS","03447687",2006-10-13,4.22,"A"
"USGS","03447687",2006-10-14,3.99,"A"
"USGS","03447687",2006-10-15,3.92,"A"
"USGS","03447687",2006-10-16,3.89,"A"
"USGS","03447687",2006-10-17,4.89,"A"
"USGS","03447687",2006-10-18,6.8,"A"
"USGS","03447687",2006-10-19,5.49,"A"
"USGS","03447687",2006-10-20,5.28,"A"
"USGS","03447687",2006-10-21,5.1,"A"
"USGS","03447687",2006-10-22,4.79,"A"
"USGS","03447687",2006-10-23,4.64,"A"
"USGS","03447687",2006-10-24,4.52,"A"
"USGS","03447687",2006-10-25,4.43,"A"
"USGS","03447687",2006-10-26,4.38,"A"
"USGS","03447687",2006-10-27,4.43,"A"
"USGS","03447687",2006-10-28,5.64,"A"
"USGS","03447687",2006-10-29,5.55,"A"
"USGS","03447687",2006-10-30,4.99,"A"
"USGS","03447687",2006-10-31,4.8,"A"
"USGS","03447687",2006-11-01,4.68,"A"
"USGS","03447687",2006-11-02,4.6,"A"
"USGS","03447687",2006-11-03,4.51,"A"
"USGS","03447687",2006-11-04,4.43,"A"
"USGS","03447687",2006-11-05,4.39,"A"
"USGS","03447687",2006-11-06,4.35,"A"
"USGS","03447687",2006-11-07,4.64,"A"
"USGS","03447687",2006-11-08,6.1,"A"
"USGS","03447687",2006-11-09,5.48,"A"
"USGS","03447687",2006-11-10,5.03,"A"
"USGS","03447687",2006-11-11,4.87,"A"
"USGS","03447687",2006-11-12,4.96,"A"
"USGS","03447687",2006-11-13,4.79,"A"
"USGS","03447687",2006-11-14,4.67,"A"
"USGS","03447687",2006-11-15,4.98,"A"
"USGS","03447687",2006-11-16,8.54,"A"
"USGS","03447687",2006-11-17,8.23,"A"
"USGS","03447687",2006-11-18,6.69,"A"
"USGS","03447687",2006-11-19,5.83,"A"
"USGS","03447687",2006-11-20,5.5,"A"
"USGS","03447687",2006-11-21,5.31,"A"
"USGS","03447687",2006-11-22,5.24,"A"
"USGS","03447687",2006-11-23,5.13,"A"
"USGS","03447687",2006-11-24,5,"A"
"USGS","03447687",2006-11-25,4.91,"A"
"USGS","03447687",2006-11-26,4.84,"A"
"USGS","03447687",2006-11-27,4.78,"A"
"USGS","03447687",2006-11-28,4.73,"A"
"USGS","03447687",2006-11-29,4.69,"A"
"USGS","03447687",2006-11-30,5.01,"A"
"USGS","03447687",2006-12-01,6.82,"A"
"USGS","03447687",2006-12-02,7.26,"A"
"USGS","03447687",2006-12-03,6.16,"A"
"USGS","03447687",2006-12-04,5.67,"A"
"USGS","03447687",2006-12-05,5.43,"A"
"USGS","03447687",2006-12-06,5.28,"A"
"USGS","03447687",2006-12-07,5.19,"A"
"USGS","03447687",2006-12-08,5.07,"A"
"USGS","03447687",2006-12-09,4.98,"A"
"USGS","03447687",2006-12-10,4.94,"A"
"USGS","03447687",2006-12-11,4.89,"A"
"USGS","03447687",2006-12-12,4.84,"A"
"USGS","03447687",2006-12-13,4.81,"A"
"USGS","03447687",2006-12-14,4.8,"A"
"USGS","03447687",2006-12-15,4.74,"A"
"USGS","03447687",2006-12-16,4.69,"A"
"USGS","03447687",2006-12-17,4.65,"A"
"USGS","03447687",2006-12-18,4.61,"A"
"USGS","03447687",2006-12-19,4.58,"A"
"USGS","03447687",2006-12-20,4.55,"A"
"USGS","03447687",2006-12-21,4.54,"A"
"USGS","03447687",2006-12-22,5.87,"A"
"USGS","03447687",2006-12-23,8.22,"A"
"USGS","03447687",2006-12-24,7.17,"A"
"USGS","03447687",2006-12-25,6.9,"A"
"USGS","03447687",2006-12-26,8.07,"A"
"USGS","03447687",2006-12-27,6.92,"A"
"USGS","03447687",2006-12-28,6.19,"A"
"USGS","03447687",2006-12-29,5.87,"A"
"USGS","03447687",2006-12-30,5.68,"A"
"USGS","03447687",2006-12-31,6.39,"A"
"USGS","03447687",2007-01-01,10.24,"A"
"USGS","03447687",2007-01-02,10.6,"A"
"USGS","03447687",2007-01-03,10.05,"A"
"USGS","03447687",2007-01-04,8.74,"A"
"USGS","03447687",2007-01-05,7.53,"A"
"USGS","03447687",2007-01-06,8.33,"A"
"USGS","03447687",2007-01-07,8.29,"A"
"USGS","03447687",2007-01-08,10.29,"A"
"USGS","03447687",2007-01-09,9.8,"A"
"USGS","03447687",2007-01-10,9.09,"A"
"USGS","03447687",2007-01-11,7.77,"A"
"USGS","03447687",2007-01-12,7.05,"A"
"USGS","03447687",2007-01-13,6.77,"A"
"USGS","03447687",2007-01-14,6.56,"A"
"USGS","03447687",2007-01-15,6.39,"A"
"USGS","03447687",2007-01-16,6.25,"A"
"USGS","03447687",2007-01-17,6.09,"A"
"USGS","03447687",2007-01-18,5.97,"A"
"USGS","03447687",2007-01-19,5.95,"A"
"USGS","03447687",2007-01-20,5.84,"A"
"USGS","03447687",2007-01-21,5.78,"A"
"USGS","03447687",2007-01-22,6.31,"A"
"USGS","03447687",2007-01-23,6.07,"A"
"USGS","03447687",2007-01-24,5.82,"A"
"USGS","03447687",2007-01-25,5.71,"A"
"USGS","03447687",2007-01-26,5.61,"A"
"USGS","03447687",2007-01-27,5.54,"A"
"USGS","03447687",2007-01-28,5.5,"A"
"USGS","03447687",2007-01-29,5.43,"A"
"USGS","03447687",2007-01-30,5.37,"A"
"USGS","03447687",2007-01-31,5.32,"A"
"USGS","03447687",2007-02-01,5.32,"A"
"USGS","03447687",2007-02-02,5.42,"A"
"USGS","03447687",2007-02-03,5.35,"A"
"USGS","03447687",2007-02-04,5.25,"A"
"USGS","03447687",2007-02-05,5.18,"A"
"USGS","03447687",2007-02-06,5.14,"A"
"USGS","03447687",2007-02-07,5.14,"A"
"USGS","03447687",2007-02-08,5.11,"A"
"USGS","03447687",2007-02-09,5.06,"A"
"USGS","03447687",2007-02-10,5.03,"A"
"USGS","03447687",2007-02-11,4.99,"A"
"USGS","03447687",2007-02-12,4.97,"A"
"USGS","03447687",2007-02-13,4.99,"A"
"USGS","03447687",2007-02-14,5.22,"A"
"USGS","03447687",2007-02-15,5.08,"A"
"USGS","03447687",2007-02-16,4.95,"A"
"USGS","03447687",2007-02-17,4.93,"A"
"USGS","03447687",2007-02-18,4.9,"A"
"USGS","03447687",2007-02-19,4.85,"A"
"USGS","03447687",2007-02-20,4.85,"A"
"USGS","03447687",2007-02-21,4.96,"A"
"USGS","03447687",2007-02-22,5.03,"A"
"USGS","03447687",2007-02-23,4.89,"A"
"USGS","03447687",2007-02-24,4.82,"A"
"USGS","03447687",2007-02-25,5.22,"A"
"USGS","03447687",2007-02-26,5.71,"A"
"USGS","03447687",2007-02-27,5.28,"A"
"USGS","03447687",2007-02-28,5.11,"A"
"USGS","03447687",2007-03-01,5.75,"A"
"USGS","03447687",2007-03-02,9.75,"A"
"USGS","03447687",2007-03-03,9.43,"A"
"USGS","03447687",2007-03-04,8.34,"A"
"USGS","03447687",2007-03-05,6.44,"A"
"USGS","03447687",2007-03-06,6.03,"A"
"USGS","03447687",2007-03-07,5.82,"A"
"USGS","03447687",2007-03-08,5.66,"A"
"USGS","03447687",2007-03-09,5.54,"A"
"USGS","03447687",2007-03-10,5.45,"A"
"USGS","03447687",2007-03-11,5.38,"A"
"USGS","03447687",2007-03-12,5.31,"A"
"USGS","03447687",2007-03-13,5.24,"A"
"USGS","03447687",2007-03-14,5.2,"A"
"USGS","03447687",2007-03-15,5.15,"A"
"USGS","03447687",2007-03-16,6.48,"A"
"USGS","03447687",2007-03-17,6.49,"A"
"USGS","03447687",2007-03-18,5.77,"A"
"USGS","03447687",2007-03-19,5.53,"A"
"USGS","03447687",2007-03-20,5.42,"A"
"USGS","03447687",2007-03-21,5.37,"A"
"USGS","03447687",2007-03-22,5.29,"A"
"USGS","03447687",2007-03-23,5.23,"A"
"USGS","03447687",2007-03-24,5.17,"A"
"USGS","03447687",2007-03-25,5.11,"A"
"USGS","03447687",2007-03-26,5.06,"A"
"USGS","03447687",2007-03-27,5.04,"A"
"USGS","03447687",2007-03-28,5,"A"
"USGS","03447687",2007-03-29,5.03,"A"
"USGS","03447687",2007-03-30,5.02,"A"
"USGS","03447687",2007-03-31,4.99,"A"
"USGS","03447687",2007-04-01,4.96,"A"
"USGS","03447687",2007-04-02,5.13,"A"
"USGS","03447687",2007-04-03,5.09,"A"
"USGS","03447687",2007-04-04,5.04,"A"
"USGS","03447687",2007-04-05,5.01,"A"
"USGS","03447687",2007-04-06,4.88,"A"
"USGS","03447687",2007-04-07,4.84,"A"
"USGS","03447687",2007-04-08,4.8,"A"
"USGS","03447687",2007-04-09,4.77,"A"
"USGS","03447687",2007-04-10,4.76,"A"
"USGS","03447687",2007-04-11,4.76,"A"
"USGS","03447687",2007-04-12,4.97,"A"
"USGS","03447687",2007-04-13,4.84,"A"
"USGS","03447687",2007-04-14,4.74,"A"
"USGS","03447687",2007-04-15,5.61,"A"
"USGS","03447687",2007-04-16,5.93,"A"
"USGS","03447687",2007-04-17,5.25,"A"
"USGS","03447687",2007-04-18,5.06,"A"
"USGS","03447687",2007-04-19,5.04,"A"
"USGS","03447687",2007-04-20,5.04,"A"
"USGS","03447687",2007-04-21,4.89,"A"
"USGS","03447687",2007-04-22,4.83,"A"
"USGS","03447687",2007-04-23,4.78,"A"
"USGS","03447687",2007-04-24,4.74,"A"
"USGS","03447687",2007-04-25,4.72,"A"
"USGS","03447687",2007-04-26,4.68,"A"
"USGS","03447687",2007-04-27,4.71,"A"
"USGS","03447687",2007-04-28,4.66,"A"
"USGS","03447687",2007-04-29,4.6,"A"
"USGS","03447687",2007-04-30,4.55,"A"
"USGS","03447687",2007-05-01,4.51,"A"
"USGS","03447687",2007-05-02,4.49,"A"
"USGS","03447687",2007-05-03,4.67,"A"
"USGS","03447687",2007-05-04,5.18,"A"
"USGS","03447687",2007-05-05,4.95,"A"
"USGS","03447687",2007-05-06,5.15,"A"
"USGS","03447687",2007-05-07,4.87,"A"
"USGS","03447687",2007-05-08,4.67,"A"
"USGS","03447687",2007-05-09,4.61,"A"
"USGS","03447687",2007-05-10,4.6,"A"
"USGS","03447687",2007-05-11,4.73,"A"
"USGS","03447687",2007-05-12,4.81,"A"
"USGS","03447687",2007-05-13,4.76,"A"
"USGS","03447687",2007-05-14,4.63,"A"
"USGS","03447687",2007-05-15,4.52,"A"
"USGS","03447687",2007-05-16,4.46,"A"
"USGS","03447687",2007-05-17,4.44,"A"
"USGS","03447687",2007-05-18,4.4,"A"
"USGS","03447687",2007-05-19,4.34,"A"
"USGS","03447687",2007-05-20,4.31,"A"
"USGS","03447687",2007-05-21,4.28,"A"
"USGS","03447687",2007-05-22,4.25,"A"
"USGS","03447687",2007-05-23,4.21,"A"
"USGS","03447687",2007-05-24,4.21,"A"
"USGS","03447687",2007-05-25,4.21,"A"
"USGS","03447687",2007-05-26,4.17,"A"
"USGS","03447687",2007-05-27,4.15,"A"
"USGS","03447687",2007-05-28,4.11,"A"
"USGS","03447687",2007-05-29,4.07,"A"
"USGS","03447687",2007-05-30,4.06,"A"
"USGS","03447687",2007-05-31,4.02,"A"
"USGS","03447687",2007-06-01,4.01,"A"
"USGS","03447687",2007-06-02,4.07,"A"
"USGS","03447687",2007-06-03,4.16,"A"
"USGS","03447687",2007-06-04,4.11,"A"
"USGS","03447687",2007-06-05,4.01,"A"
"USGS","03447687",2007-06-06,3.94,"A"
"USGS","03447687",2007-06-07,3.9,"A"
"USGS","03447687",2007-06-08,3.88,"A"
"USGS","03447687",2007-06-09,3.97,"A"
"USGS","03447687",2007-06-10,3.89,"A"
"USGS","03447687",2007-06-11,3.86,"A"
"USGS","03447687",2007-06-12,4,"A"
"USGS","03447687",2007-06-13,4.24,"A"
"USGS","03447687",2007-06-14,4.16,"A"
"USGS","03447687",2007-06-15,4.21,"A"
"USGS","03447687",2007-06-16,4.3,"A"
"USGS","03447687",2007-06-17,4.21,"A"
"USGS","03447687",2007-06-18,3.99,"A"
"USGS","03447687",2007-06-19,4.14,"A"
"USGS","03447687",2007-06-20,4.07,"A"
"USGS","03447687",2007-06-21,3.94,"A"
"USGS","03447687",2007-06-22,3.83,"A"
"USGS","03447687",2007-06-23,3.8,"A"
"USGS","03447687",2007-06-24,4.3,"A"
"USGS","03447687",2007-06-25,4.24,"A"
"USGS","03447687",2007-06-26,4.23,"A"
"USGS","03447687",2007-06-27,4.14,"A"
"USGS","03447687",2007-06-28,4,"A"
"USGS","03447687",2007-06-29,4.14,"A"
"USGS","03447687",2007-06-30,4.16,"A"
"USGS","03447687",2007-07-01,4.06,"A"
"USGS","03447687",2007-07-02,4.17,"A"
"USGS","03447687",2007-07-03,4.18,"A"
"USGS","03447687",2007-07-04,3.97,"A"
"USGS","03447687",2007-07-05,3.84,"A"
"USGS","03447687",2007-07-06,3.76,"A"
"USGS","03447687",2007-07-07,3.81,"A"
"USGS","03447687",2007-07-08,3.97,"A"
"USGS","03447687",2007-07-09,3.94,"A"
"USGS","03447687",2007-07-10,3.88,"A"
"USGS","03447687",2007-07-11,3.84,"A"
"USGS","03447687",2007-07-12,3.8,"A"
"USGS","03447687",2007-07-13,3.73,"A"
"USGS","03447687",2007-07-14,3.66,"A"
"USGS","03447687",2007-07-15,3.64,"A"
"USGS","03447687",2007-07-16,3.63,"A"
"USGS","03447687",2007-07-17,3.68,"A"
"USGS","03447687",2007-07-18,3.72,"A"
"USGS","03447687",2007-07-19,3.75,"A"
"USGS","03447687",2007-07-20,3.7,"A"
"USGS","03447687",2007-07-21,3.58,"A"
"USGS","03447687",2007-07-22,3.54,"A"
"USGS","03447687",2007-07-23,3.49,"A"
"USGS","03447687",2007-07-24,3.48,"A"
"USGS","03447687",2007-07-25,3.53,"A"
"USGS","03447687",2007-07-26,3.67,"A"
"USGS","03447687",2007-07-27,3.72,"A"
"USGS","03447687",2007-07-28,3.88,"A"
"USGS","03447687",2007-07-29,3.8,"A"
"USGS","03447687",2007-07-30,4.26,"A"
"USGS","03447687",2007-07-31,4.48,"A"
"USGS","03447687",2007-08-01,3.94,"A"
"USGS","03447687",2007-08-02,3.71,"A"
"USGS","03447687",2007-08-03,3.62,"A"
"USGS","03447687",2007-08-04,3.55,"A"
"USGS","03447687",2007-08-05,3.59,"A"
"USGS","03447687",2007-08-06,3.69,"A"
"USGS","03447687",2007-08-07,3.77,"A"
"USGS","03447687",2007-08-08,3.59,"A"
"USGS","03447687",2007-08-09,3.51,"A"
"USGS","03447687",2007-08-10,3.47,"A"
"USGS","03447687",2007-08-11,3.4,"A"
"USGS","03447687",2007-08-12,4,"A"
"USGS","03447687",2007-08-13,3.68,"A"
"USGS","03447687",2007-08-14,3.45,"A"
"USGS","03447687",2007-08-15,3.34,"A"
"USGS","03447687",2007-08-16,3.3,"A"
"USGS","03447687",2007-08-17,3.34,"A"
"USGS","03447687",2007-08-18,3.28,"A"
"USGS","03447687",2007-08-19,3.24,"A"
"USGS","03447687",2007-08-20,3.2,"A"
"USGS","03447687",2007-08-21,3.16,"A"
"USGS","03447687",2007-08-22,3.16,"A"
"USGS","03447687",2007-08-23,3.19,"A"
"USGS","03447687",2007-08-24,3.52,"A"
"USGS","03447687",2007-08-25,3.51,"A"
"USGS","03447687",2007-08-26,3.66,"A"
"USGS","03447687",2007-08-27,4.14,"A"
"USGS","03447687",2007-08-28,3.82,"A"
"USGS","03447687",2007-08-29,3.58,"A"
"USGS","03447687",2007-08-30,3.73,"A"
"USGS","03447687",2007-08-31,3.87,"A"
"USGS","03447687",2007-09-01,3.98,"A"
"USGS","03447687",2007-09-02,3.73,"A"
"USGS","03447687",2007-09-03,3.53,"A"
"USGS","03447687",2007-09-04,3.42,"A"
"USGS","03447687",2007-09-05,3.35,"A"
"USGS","03447687",2007-09-06,3.29,"A"
"USGS","03447687",2007-09-07,3.24,"A"
"USGS","03447687",2007-09-08,3.21,"A"
"USGS","03447687",2007-09-09,3.18,"A"
"USGS","03447687",2007-09-10,3.16,"A"
"USGS","03447687",2007-09-11,3.15,"A"
"USGS","03447687",2007-09-12,3.13,"A"
"USGS","03447687",2007-09-13,3.15,"A"
"USGS","03447687",2007-09-14,4.68,"A"
"USGS","03447687",2007-09-15,5.78,"A"
"USGS","03447687",2007-09-16,4.44,"A"
"USGS","03447687",2007-09-17,3.84,"A"
"USGS","03447687",2007-09-18,3.65,"A"
"USGS","03447687",2007-09-19,3.55,"A"
"USGS","03447687",2007-09-20,3.49,"A"
"USGS","03447687",2007-09-21,3.46,"A"
"USGS","03447687",2007-09-22,3.47,"A"
"USGS","03447687",2007-09-23,3.45,"A"
"USGS","03447687",2007-09-24,3.42,"A"
"USGS","03447687",2007-09-25,3.37,"A"
"USGS","03447687",2007-09-26,3.33,"A"
"USGS","03447687",2007-09-27,3.3,"A"
"USGS","03447687",2007-09-28,3.28,"A"
"USGS","03447687",2007-09-29,3.24,"A"
"USGS","03447687",2007-09-30,3.22,"A"
"USGS","03447687",2007-10-01,3.21,"A"
"USGS","03447687",2007-10-02,3.21,"A"
"USGS","03447687",2007-10-03,3.19,"A"
"USGS","03447687",2007-10-04,3.38,"A"
"USGS","03447687",2007-10-05,3.71,"A"
"USGS","03447687",2007-10-06,3.68,"A"
"USGS","03447687",2007-10-07,3.56,"A"
"USGS","03447687",2007-10-08,3.4,"A"
"USGS","03447687",2007-10-09,3.37,"A"
"USGS","03447687",2007-10-10,3.55,"A"
"USGS","03447687",2007-10-11,3.49,"A"
"USGS","03447687",2007-10-12,3.33,"A"
"USGS","03447687",2007-10-13,3.28,"A"
"USGS","03447687",2007-10-14,3.27,"A"
"USGS","03447687",2007-10-15,3.26,"A"
"USGS","03447687",2007-10-16,3.24,"A"
"USGS","03447687",2007-10-17,3.25,"A"
"USGS","03447687",2007-10-18,3.26,"A"
"USGS","03447687",2007-10-19,3.31,"A"
"USGS","03447687",2007-10-20,3.51,"A"
"USGS","03447687",2007-10-21,3.5,"A"
"USGS","03447687",2007-10-22,3.36,"A"
"USGS","03447687",2007-10-23,3.96,"A"
"USGS","03447687",2007-10-24,5.47,"A"
"USGS","03447687",2007-10-25,5.2,"A"
"USGS","03447687",2007-10-26,4.44,"A"
"USGS","03447687",2007-10-27,4.08,"A"
"USGS","03447687",2007-10-28,3.89,"A"
"USGS","03447687",2007-10-29,3.77,"A"
"USGS","03447687",2007-10-30,3.69,"A"
"USGS","03447687",2007-10-31,3.67,"A"
"USGS","03447687",2007-11-01,3.64,"A"
"USGS","03447687",2007-11-02,3.61,"A"
"USGS","03447687",2007-11-03,3.56,"A"
"USGS","03447687",2007-11-04,3.52,"A"
"USGS","03447687",2007-11-05,3.49,"A"
"USGS","03447687",2007-11-06,3.47,"A"
"USGS","03447687",2007-11-07,3.45,"A"
"USGS","03447687",2007-11-08,3.44,"A"
"USGS","03447687",2007-11-09,3.44,"A"
"USGS","03447687",2007-11-10,3.44,"A"
"USGS","03447687",2007-11-11,3.43,"A"
"USGS","03447687",2007-11-12,3.42,"A"
"USGS","03447687",2007-11-13,3.42,"A"
"USGS","03447687",2007-11-14,3.42,"A"
"USGS","03447687",2007-11-15,3.77,"A"
"USGS","03447687",2007-11-16,3.88,"A"
"USGS","03447687",2007-11-17,3.66,"A"
"USGS","03447687",2007-11-18,3.55,"A"
"USGS","03447687",2007-11-19,3.51,"A"
"USGS","03447687",2007-11-20,3.49,"A"
"USGS","03447687",2007-11-21,3.47,"A"
"USGS","03447687",2007-11-22,3.7,"A"
"USGS","03447687",2007-11-23,4.13,"A"
"USGS","03447687",2007-11-24,3.85,"A"
"USGS","03447687",2007-11-25,3.68,"A"
"USGS","03447687",2007-11-26,3.84,"A"
"USGS","03447687",2007-11-27,4.41,"A"
"USGS","03447687",2007-11-28,4.27,"A"
"USGS","03447687",2007-11-29,3.97,"A"
"USGS","03447687",2007-11-30,3.84,"A"
"USGS","03447687",2007-12-01,3.77,"A"
"USGS","03447687",2007-12-02,3.71,"A"
"USGS","03447687",2007-12-03,3.69,"A"
"USGS","03447687",2007-12-04,3.67,"A"
"USGS","03447687",2007-12-05,3.63,"A"
"USGS","03447687",2007-12-06,3.59,"A"
"USGS","03447687",2007-12-07,3.57,"A"
"USGS","03447687",2007-12-08,3.57,"A"
"USGS","03447687",2007-12-09,3.57,"A"
"USGS","03447687",2007-12-10,3.58,"A"
"USGS","03447687",2007-12-11,3.58,"A"
"USGS","03447687",2007-12-12,3.55,"A"
"USGS","03447687",2007-12-13,3.53,"A"
"USGS","03447687",2007-12-14,3.51,"A"
"USGS","03447687",2007-12-15,3.52,"A"
"USGS","03447687",2007-12-16,4.14,"A"
"USGS","03447687",2007-12-17,4.2,"A"
"USGS","03447687",2007-12-18,3.86,"A"
"USGS","03447687",2007-12-19,3.73,"A"
"USGS","03447687",2007-12-20,3.68,"A"
"USGS","03447687",2007-12-21,3.79,"A"
"USGS","03447687",2007-12-22,4.01,"A"
"USGS","03447687",2007-12-23,5.1,"A"
"USGS","03447687",2007-12-24,6.39,"A"
"USGS","03447687",2007-12-25,5.19,"A"
"USGS","03447687",2007-12-26,4.84,"A"
"USGS","03447687",2007-12-27,4.8,"A"
"USGS","03447687",2007-12-28,4.93,"A"
"USGS","03447687",2007-12-29,6.35,"A"
"USGS","03447687",2007-12-30,6.21,"A"
"USGS","03447687",2007-12-31,6.54,"A"
"USGS","03447687",2008-01-01,5.72,"A"
"USGS","03447687",2008-01-02,5.18,"A"
"USGS","03447687",2008-01-03,4.82,"A"
